school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
MS,M,16,R,GT3,T,1,1,teacher,teacher,home,other,2,2,1,no,yes,yes,no,no,no,no,yes,3,1,2,4,5,2,28,8.583435098079,10.116069801310147,9.82100414834119
MS,M,21,U,GT3,T,2,2,services,services,reputation,other,3,1,0,yes,yes,no,yes,yes,yes,no,no,5,3,5,1,1,2,26,13.423149116945078,13.087883977543576,12.238064136238721
GP,F,19,U,LE3,A,2,1,services,other,course,father,3,2,2,no,yes,no,no,no,yes,yes,yes,1,3,2,2,4,5,7,6.087266734020942,15.880280454062518,14.570471558635957
GP,M,19,U,GT3,A,3,4,services,other,reputation,father,4,4,3,no,yes,yes,yes,no,no,yes,yes,2,3,3,4,4,3,18,14.587068493410047,8.19302082267728,14.239604255680835
MS,M,20,U,LE3,T,0,4,health,services,other,other,4,2,0,yes,yes,yes,yes,no,yes,no,yes,2,3,5,4,1,5,17,10.845731990367865,13.35214686009732,12.852010912897162
GP,M,19,R,GT3,T,2,4,health,at_home,reputation,other,2,2,0,yes,no,yes,yes,yes,no,no,yes,4,5,2,5,3,3,14,11.740627738280988,14.879188980831803,15.327772385755836
GP,F,15,R,GT3,A,4,0,teacher,teacher,reputation,father,4,3,2,no,yes,yes,yes,no,yes,no,yes,4,3,4,4,5,1,3,10.333895229531361,10.698133508782568,12.25622672718547
GP,F,20,U,LE3,A,4,3,at_home,teacher,reputation,other,4,1,3,no,no,no,no,yes,yes,no,no,1,1,4,4,1,1,14,11.876856444894381,15.756601966663736,12.821347023330333
MS,F,20,R,LE3,T,3,1,teacher,services,reputation,father,4,2,2,no,no,no,yes,no,no,yes,yes,2,2,1,1,3,2,12,12.766150096155997,11.818269179245632,12.668731162944624
MS,M,18,U,LE3,A,0,1,services,services,home,father,1,2,2,yes,no,yes,no,yes,yes,no,no,4,1,3,4,1,4,27,14.262941906359673,8.622067009582896,12.039267587237637
GP,M,19,U,LE3,A,0,1,teacher,at_home,course,father,4,4,1,no,no,yes,yes,yes,yes,no,no,3,4,2,3,2,2,17,15.89850230101976,8.185322789102287,15.636014865070337
MS,M,21,U,LE3,T,4,1,at_home,other,home,mother,2,4,1,yes,no,no,no,no,yes,no,yes,5,5,1,5,4,2,19,12.145645634043108,14.354427928372177,15.091058537451104
MS,F,20,U,GT3,A,1,4,health,health,home,mother,3,2,2,yes,yes,yes,no,no,no,no,yes,4,5,3,5,2,4,4,7.015229284974971,14.078573623790916,15.230059905966572
MS,F,22,R,GT3,A,3,1,teacher,other,home,other,4,1,1,no,yes,no,no,yes,yes,yes,no,1,4,4,4,2,2,17,15.916939104348579,16.69287079058104,18.753726765252065
MS,M,21,U,GT3,T,3,3,services,teacher,reputation,father,3,2,0,no,yes,yes,no,no,no,yes,yes,2,1,2,1,5,4,27,7.5840621689117125,14.012154967307323,12.414394465516894
MS,F,15,U,GT3,T,4,4,services,services,home,mother,4,2,2,yes,no,no,yes,yes,yes,no,yes,1,1,5,5,3,2,7,10.733229834835795,11.701582791661414,14.7918976137138
GP,F,18,R,GT3,A,4,1,health,at_home,course,other,2,3,3,no,yes,yes,no,yes,no,yes,no,5,4,4,5,4,1,0,10.528930210425951,13.446925272767334,16.849299729104256
GP,F,16,U,GT3,T,1,0,teacher,other,home,other,1,1,3,no,no,yes,yes,yes,yes,yes,no,5,3,5,3,2,3,18,12.034673768314258,12.216262512319865,14.504164125036322
GP,F,21,U,GT3,A,1,2,at_home,at_home,other,other,2,3,0,yes,no,yes,no,no,yes,no,no,1,3,5,4,4,2,22,8.20954618481668,11.002280614995094,8.721583380953042
MS,M,20,U,LE3,T,0,2,health,other,reputation,other,1,1,3,no,no,no,no,yes,no,no,no,4,2,2,5,3,3,25,8.063853368778855,10.351911389663783,8.971138531569395
MS,F,15,R,LE3,A,3,2,teacher,teacher,other,other,4,1,3,yes,no,no,no,yes,yes,yes,no,4,1,2,5,1,5,16,11.93543701625203,6.830951342602455,10.689497462338542
GP,F,17,U,GT3,T,3,4,other,health,course,father,4,1,2,no,yes,yes,yes,yes,no,yes,no,2,1,5,5,2,2,28,9.606628337037332,9.773560728647032,10.761224979256902
MS,F,15,R,GT3,A,4,1,services,at_home,course,other,1,3,0,yes,yes,yes,no,yes,yes,yes,yes,2,4,1,5,3,1,26,16.03828065732982,11.941049963395534,14.482414821895297
GP,F,15,U,LE3,A,0,4,at_home,at_home,course,father,2,3,2,yes,yes,yes,yes,no,no,yes,no,3,4,5,1,4,4,1,10.347359870385013,3.881529000685191,13.066754405246002
GP,M,18,U,LE3,A,3,3,at_home,health,course,mother,2,3,0,no,yes,yes,yes,no,yes,yes,no,3,3,5,2,3,1,18,8.915034653879495,10.455402268930792,11.386780793596547
GP,M,16,R,LE3,T,0,0,at_home,at_home,home,other,1,4,2,yes,yes,no,yes,no,no,no,yes,2,1,2,3,1,3,29,17.01550757623317,14.761721116449957,16.96066221609298
MS,F,17,U,LE3,T,0,0,services,at_home,reputation,mother,4,3,2,yes,no,no,no,no,yes,yes,yes,3,1,3,1,3,4,15,13.409808699238186,16.029686703889446,17.14110003466378
MS,F,19,U,GT3,A,4,2,teacher,other,course,father,1,4,1,no,yes,no,no,yes,no,yes,yes,1,5,4,3,4,1,29,20.0,10.417666633116207,16.02421851505236
GP,F,19,R,LE3,A,0,2,health,other,other,father,4,4,3,no,no,yes,no,yes,no,yes,yes,4,2,2,5,2,1,17,6.233057437581501,10.305002930270495,10.737774903358009
GP,F,21,R,GT3,T,1,2,teacher,health,course,mother,1,4,0,no,no,yes,no,yes,yes,yes,yes,3,2,1,3,2,1,1,12.62329763697571,9.840054786854962,14.965597778825027
GP,F,15,R,GT3,T,1,1,health,teacher,reputation,other,4,2,3,yes,no,no,no,yes,no,yes,yes,3,3,4,4,5,4,27,13.45683774044856,10.324828687643096,12.52596324447231
GP,F,22,R,GT3,T,2,3,at_home,at_home,other,other,1,2,1,yes,yes,yes,no,yes,no,yes,no,1,1,2,4,4,1,26,12.083468656883293,15.427946960546237,13.65008184410856
MS,M,18,R,LE3,T,4,3,teacher,teacher,other,mother,3,2,0,yes,no,no,no,yes,yes,yes,yes,5,5,2,2,5,1,5,10.913998383028488,16.887624356422215,18.12183114298054
MS,F,22,U,LE3,T,2,3,at_home,health,other,mother,4,4,1,no,no,no,yes,no,yes,yes,yes,2,1,3,2,5,3,6,15.736854936654643,6.934569500733524,17.23322392218629
GP,M,18,R,GT3,T,1,3,other,health,home,mother,2,4,3,yes,yes,no,no,yes,yes,no,yes,1,4,1,3,1,1,5,13.399193247742836,9.565604398129851,13.911601333228472
GP,M,19,U,GT3,A,2,2,at_home,other,course,other,1,1,2,yes,no,no,yes,yes,yes,no,yes,5,3,1,1,4,1,26,6.9322772310518985,6.409581552275082,6.819899687798774
MS,F,21,U,GT3,T,4,0,at_home,at_home,home,other,2,4,1,no,no,yes,yes,yes,yes,yes,no,1,2,2,1,2,5,5,9.391895249306215,11.914096425012502,14.425186957701259
MS,M,21,U,LE3,A,4,2,health,services,other,other,1,2,1,yes,no,no,no,no,yes,no,yes,4,1,3,5,4,4,8,8.50798526998994,10.534898739432574,11.694612659194641
GP,M,21,R,GT3,T,0,3,other,health,home,mother,2,4,2,no,yes,yes,no,yes,no,no,yes,1,3,2,1,1,5,7,11.63652585242787,13.07676152661793,15.16912967590522
GP,M,17,R,LE3,T,3,2,at_home,at_home,home,other,2,4,3,no,no,no,yes,yes,no,no,no,1,2,5,2,4,3,29,14.846595736340523,13.989655262221305,16.53795931166567
GP,M,16,U,GT3,A,0,3,at_home,teacher,home,father,1,1,1,no,no,no,yes,yes,no,no,no,4,1,5,1,4,5,23,10.862262276686222,13.65678547743909,13.544046900008283
MS,M,17,R,GT3,A,4,4,other,other,course,mother,1,4,3,yes,yes,no,no,no,yes,no,no,2,5,3,5,5,2,21,11.240635271142562,7.062183306694316,11.426856585353027
MS,M,20,R,GT3,T,1,0,other,teacher,other,other,2,3,2,yes,yes,no,yes,yes,yes,no,yes,5,3,2,4,4,4,20,9.062933611272609,11.92289330247244,13.181170855909988
MS,F,20,R,LE3,A,1,4,teacher,health,other,mother,2,1,0,yes,no,yes,yes,yes,no,yes,no,3,1,3,1,5,1,8,14.284027070380537,6.912841527898653,11.328823962395608
GP,M,22,R,LE3,A,0,1,health,health,course,father,2,4,1,no,yes,yes,yes,no,no,yes,no,2,2,2,1,5,5,11,15.69794251314553,17.21061831945728,20.0
GP,M,16,U,GT3,A,4,2,other,teacher,home,father,4,4,3,no,yes,yes,yes,yes,yes,no,no,1,2,2,2,3,5,17,11.902672014319238,10.935967669281379,14.764552204698811
MS,M,19,U,LE3,A,1,1,other,health,home,mother,4,1,2,no,yes,yes,no,no,no,yes,yes,3,5,5,3,1,1,22,16.7400562869716,7.900610186890601,12.174766117570456
MS,F,16,R,GT3,T,4,2,services,at_home,reputation,mother,3,4,2,yes,yes,no,no,yes,yes,no,yes,4,3,4,4,5,1,5,10.367756066947257,10.367203505710046,13.336904920418341
GP,M,18,U,LE3,A,1,4,other,health,reputation,father,4,2,1,yes,yes,yes,yes,no,yes,yes,no,2,3,1,3,4,3,22,7.809052216966828,12.623647285899983,10.716627496022443
MS,F,20,R,LE3,T,4,3,health,other,reputation,mother,4,3,0,yes,yes,yes,yes,yes,no,yes,yes,5,1,1,5,5,5,27,14.41310558981381,14.199745417689009,17.53615629517183
MS,M,15,R,LE3,T,2,3,at_home,at_home,course,father,1,3,1,yes,yes,no,yes,yes,yes,yes,yes,2,2,3,5,5,5,3,11.71238608121241,15.900928637366087,19.045188094477115
GP,F,15,U,GT3,T,4,2,at_home,services,other,father,3,2,3,yes,no,yes,no,no,yes,no,yes,2,2,1,3,5,2,24,10.256282408921567,12.188729191784354,12.759583746851789
MS,F,19,U,LE3,T,4,3,at_home,health,reputation,other,3,4,2,no,yes,yes,no,yes,yes,yes,yes,3,5,5,2,2,2,6,12.230013616844154,10.998503776619451,15.873379170900648
GP,M,18,U,LE3,A,0,4,at_home,health,other,mother,4,4,0,yes,yes,yes,yes,yes,yes,yes,yes,4,5,4,2,2,5,17,7.246849719999973,14.055208112797317,12.957153031118407
GP,M,22,R,GT3,A,2,3,services,other,other,mother,1,3,3,no,yes,yes,yes,no,no,no,no,4,3,2,2,2,2,28,6.755797584258643,13.972906994173236,10.284825249232613
GP,F,17,U,GT3,T,3,4,other,other,other,other,1,4,1,no,no,no,yes,yes,yes,no,no,2,2,2,4,2,5,19,12.277690660866835,12.356335220408388,14.315280456820064
GP,M,18,R,GT3,T,0,1,at_home,teacher,course,father,3,3,2,yes,yes,no,no,no,yes,yes,no,4,1,5,5,3,4,4,13.3030874695187,14.428867281380725,17.508702485306763
GP,F,15,U,GT3,T,3,4,teacher,teacher,course,mother,1,3,1,no,yes,yes,yes,yes,no,no,no,3,4,1,5,5,3,17,16.181575418908047,10.169253512251256,16.033178161250234
GP,F,15,U,LE3,T,1,0,at_home,teacher,course,other,2,2,0,yes,no,no,yes,no,yes,yes,yes,3,1,2,5,3,2,9,14.659916163341215,11.92793061790359,14.121162557724757
GP,F,22,R,LE3,A,3,0,other,other,course,other,4,3,0,yes,yes,yes,yes,yes,yes,yes,no,5,5,1,4,4,5,7,13.906093383514214,5.901079355288403,13.219946942976136
MS,F,20,R,LE3,T,4,0,at_home,teacher,reputation,mother,2,4,0,no,no,yes,yes,yes,no,no,no,4,1,5,5,1,2,0,15.81130006699432,16.169604614033982,19.295966330931723
GP,F,18,R,LE3,A,3,2,services,teacher,home,other,3,4,0,yes,no,yes,yes,no,no,no,yes,5,2,2,3,3,3,14,13.469685319228931,10.52492517372087,13.283288582894691
GP,M,18,R,LE3,T,0,2,health,services,home,father,3,1,0,yes,yes,no,no,yes,yes,yes,yes,1,3,3,1,2,4,2,10.967395207004987,16.186691609115808,16.88180166288375
MS,F,15,R,GT3,T,0,2,health,teacher,home,other,1,4,1,no,no,no,no,no,yes,no,yes,3,4,4,4,2,1,14,14.737159720926826,10.031427790091538,14.042314436191724
MS,F,17,R,LE3,T,3,4,other,health,reputation,father,1,1,0,no,yes,no,no,no,no,yes,yes,2,3,1,1,4,1,13,14.626814792465753,12.906672134273531,15.978560288934695
MS,M,19,R,LE3,T,0,2,health,other,home,father,3,3,0,no,yes,no,yes,no,yes,no,no,3,4,1,3,5,2,0,11.976552248728263,12.164231863615116,14.995268655833172
GP,F,21,R,LE3,A,0,1,health,at_home,reputation,mother,3,4,2,no,no,no,no,yes,yes,no,yes,1,4,1,2,1,5,20,8.40058147785333,10.194017559348167,12.356241676903293
MS,M,19,U,GT3,A,3,0,teacher,services,reputation,other,2,2,0,no,no,no,yes,yes,yes,no,yes,2,2,1,2,3,3,7,6.644791622560603,13.438826358533413,12.456794358924284
GP,M,18,R,GT3,A,2,4,other,other,reputation,father,2,2,2,no,yes,yes,no,yes,no,no,yes,4,2,5,2,5,4,6,14.527193103322354,15.83084776399351,15.397507895672513
GP,M,19,R,LE3,T,2,0,other,other,home,father,1,2,2,yes,yes,no,no,no,yes,no,yes,4,5,5,4,5,4,8,13.436023102759568,17.36937209951213,16.467552008265827
GP,F,15,U,GT3,T,1,2,health,health,other,other,2,3,2,yes,no,yes,yes,no,no,yes,yes,3,5,5,2,3,4,17,13.857296493035713,14.228169184274778,17.026273307612932
GP,F,15,R,GT3,A,0,4,health,teacher,home,father,1,3,1,yes,yes,yes,yes,no,no,yes,yes,2,4,5,4,3,1,11,14.639216022659657,8.3699010975568,14.142520376721608
MS,F,22,U,GT3,A,3,3,health,health,home,other,1,1,1,no,yes,no,yes,yes,no,yes,no,2,5,2,4,3,3,7,9.302930658825716,7.783263268478395,10.774427109151114
MS,M,18,U,GT3,T,0,1,services,teacher,course,mother,4,2,3,yes,yes,yes,no,no,no,no,no,5,2,5,1,3,1,7,6.369914674617194,15.416807462933846,13.923494376713364
GP,F,22,R,GT3,T,4,2,at_home,teacher,reputation,father,1,1,3,no,no,yes,yes,yes,yes,yes,no,1,5,2,2,2,2,29,13.54756598407599,9.008125466706272,11.587820466099528
GP,M,18,U,GT3,A,0,2,services,other,other,father,2,1,2,yes,yes,yes,no,yes,no,yes,yes,4,4,3,5,5,4,5,15.593225809881513,13.847865267132166,19.090841051828484
GP,F,21,R,GT3,T,0,1,other,teacher,course,other,3,4,1,no,yes,no,no,yes,yes,no,yes,3,3,5,2,5,3,2,13.055578288339726,12.401820887791748,14.06903244099408
MS,M,21,U,LE3,T,2,1,teacher,services,other,other,3,4,0,yes,yes,no,no,yes,no,no,no,2,1,3,2,2,4,1,7.5409400942802804,15.956104067304707,17.682670104976932
GP,F,20,U,LE3,A,3,3,at_home,services,other,other,2,2,3,no,no,yes,yes,yes,no,no,no,4,5,5,2,5,1,13,12.722069466881633,13.529855000228062,13.61880926725247
GP,F,18,U,GT3,T,0,2,teacher,services,reputation,other,3,3,1,no,no,no,yes,yes,yes,yes,no,3,2,3,5,3,1,7,8.625760407406863,11.908264402766124,12.991876037839738
MS,F,17,R,LE3,A,2,2,other,other,home,father,1,4,0,no,no,yes,yes,yes,no,yes,no,4,3,4,5,1,1,5,7.3727513883339935,18.183736405381733,17.365015800843203
MS,M,19,R,LE3,T,1,0,other,health,reputation,mother,3,3,0,no,yes,no,no,yes,no,no,yes,3,2,3,4,5,4,3,11.976996593855796,14.469742505137555,14.60860465304449
GP,M,18,U,GT3,A,2,4,teacher,at_home,reputation,mother,2,1,1,yes,no,yes,no,no,yes,yes,no,4,5,2,5,1,3,4,12.487495530747266,13.664196650967584,15.422512349370681
MS,F,16,U,LE3,T,2,4,teacher,teacher,course,mother,3,1,3,yes,yes,yes,yes,yes,no,yes,yes,5,4,1,4,1,3,20,11.704133686997528,9.95218178334582,12.836973090215569
MS,F,20,R,GT3,A,2,0,teacher,at_home,reputation,mother,1,1,1,no,no,no,no,yes,no,no,yes,1,1,3,1,2,2,12,13.314409716424372,8.560070748998177,11.320190444551026
GP,M,16,R,GT3,A,0,4,other,health,home,other,1,1,3,no,yes,no,no,no,no,yes,yes,4,1,1,4,4,4,8,9.628202336606192,11.221595700036293,13.838639759158076
MS,M,15,U,GT3,A,0,1,health,health,other,father,2,2,2,no,no,no,no,no,yes,no,no,1,3,4,2,5,2,12,12.257043334921814,7.503525663279634,12.05666621880452
GP,M,21,U,LE3,A,1,4,teacher,other,reputation,father,2,1,1,yes,yes,no,yes,no,no,yes,no,4,1,4,3,2,2,28,10.543946067643287,11.034069029777461,10.858174423538902
MS,F,19,R,LE3,T,4,4,at_home,services,other,father,2,4,1,no,yes,no,no,no,yes,no,no,2,4,2,3,2,2,8,11.24493152769284,14.402860707903464,16.32279572751892
GP,M,18,R,LE3,T,4,0,other,services,reputation,other,4,1,3,no,no,yes,no,yes,yes,yes,yes,5,2,2,2,1,2,23,12.80523773955872,14.945369509707207,15.56993692837309
GP,F,16,R,LE3,A,4,3,services,health,other,father,4,3,3,yes,yes,yes,yes,no,yes,yes,yes,5,4,3,4,5,1,23,15.178914661933062,10.973987195172821,14.778951898361807
GP,M,19,R,GT3,T,1,4,services,other,reputation,other,1,4,1,no,no,yes,yes,no,no,no,no,1,3,5,2,2,2,15,12.876888037841999,20.0,19.567572881452556
MS,F,15,R,GT3,T,4,4,at_home,other,course,father,4,3,0,no,no,no,yes,no,no,no,yes,2,3,4,5,3,3,11,13.87202739633846,15.820021656154927,16.364730792556685
GP,M,21,U,LE3,T,4,3,health,teacher,other,mother,4,3,0,yes,yes,no,yes,no,no,no,no,3,1,1,4,2,2,1,12.030676422758237,11.910091727791471,15.652377879692027
MS,M,17,R,GT3,T,2,0,teacher,services,reputation,other,3,2,0,no,yes,yes,yes,yes,no,no,yes,5,4,5,2,3,1,29,13.462846101833719,15.424270274095077,14.432923173239837
GP,M,20,U,GT3,T,0,3,other,health,reputation,father,4,2,2,no,no,yes,yes,no,yes,yes,yes,2,2,4,5,4,5,18,15.101391574542214,10.26152079659656,16.105349475740635
GP,M,19,R,LE3,A,0,0,teacher,at_home,course,mother,3,3,2,yes,no,yes,no,no,yes,no,yes,2,4,3,5,3,5,29,17.63756365521939,12.761747158004415,15.241659769917678
MS,M,19,U,GT3,A,2,1,other,services,course,mother,2,3,3,no,no,yes,no,no,no,no,yes,1,2,4,4,3,5,15,15.632326565804389,10.918299804630436,16.948923480463073
GP,F,17,R,LE3,A,2,0,services,teacher,course,mother,3,1,2,yes,yes,no,no,no,no,no,yes,2,2,2,1,1,4,23,11.834745736148763,8.364669242385059,9.720543543830406
GP,M,19,R,GT3,A,2,1,teacher,other,other,other,3,4,0,no,no,yes,no,yes,yes,no,yes,2,4,1,1,2,3,12,15.433998471827014,13.59789340313119,19.656589228662185
MS,M,15,U,LE3,T,0,1,at_home,health,other,other,2,1,1,no,yes,no,yes,no,no,no,yes,3,5,1,5,4,1,4,13.647125434043195,11.982293273038348,13.426237386870845
GP,M,15,U,GT3,T,4,0,health,services,course,father,2,2,2,no,yes,yes,no,no,no,yes,no,1,4,2,1,2,5,22,10.17836867101266,12.204849827815917,11.924835456510637
GP,F,17,R,GT3,A,2,2,at_home,at_home,home,mother,1,2,2,no,no,no,yes,no,no,no,yes,1,2,5,5,3,1,29,13.688432909850263,11.918594302142571,12.013008445457647
GP,M,20,R,LE3,T,1,0,health,teacher,home,father,1,1,0,no,no,no,yes,yes,no,no,yes,2,3,2,1,3,1,23,8.613910999179373,9.305696385600772,9.608168578025495
GP,F,18,R,LE3,T,2,4,teacher,teacher,reputation,father,1,4,2,yes,yes,no,no,no,no,no,no,3,3,1,5,2,4,5,13.692904053425721,16.76501387168205,19.38400663400898
MS,M,16,R,LE3,A,3,4,teacher,services,home,mother,1,3,3,no,yes,no,no,no,no,yes,no,4,1,3,5,4,5,20,17.2553886512118,12.746214689185635,19.280303512747913
MS,M,18,R,LE3,T,2,2,health,at_home,reputation,father,3,1,1,no,yes,yes,yes,yes,yes,yes,no,5,3,5,5,4,2,23,14.467846109920945,11.199102161449314,12.932977570059988
GP,F,19,U,GT3,A,0,1,services,teacher,other,other,3,2,0,yes,yes,yes,yes,no,yes,yes,no,1,5,4,5,1,1,16,15.58985320801446,8.072368942397464,12.641144122733426
MS,M,16,U,GT3,A,2,2,other,health,other,father,1,4,3,yes,no,yes,yes,yes,yes,no,yes,3,2,3,3,3,5,16,10.865418944678126,16.210141598230962,15.803324780649714
GP,F,22,R,LE3,T,3,4,at_home,teacher,home,mother,4,2,0,no,yes,no,yes,yes,yes,no,yes,3,4,5,1,3,1,16,13.44264796180148,14.751954683630085,14.370994087040875
MS,F,17,U,GT3,T,1,2,at_home,at_home,other,other,1,4,3,yes,no,yes,no,no,no,yes,no,2,4,1,5,1,4,2,14.094493265252673,12.004528197534645,16.25229648546907
GP,M,17,U,LE3,A,4,0,at_home,other,course,other,4,4,1,no,no,yes,yes,no,no,yes,yes,5,5,1,2,2,4,25,11.084513100171053,8.147611402254473,11.26724088766097
GP,F,20,U,LE3,A,2,2,teacher,other,course,father,2,4,1,yes,no,yes,no,yes,yes,no,no,1,3,3,4,3,2,12,14.051127451207481,16.97679376493849,16.803478018131077
GP,M,16,R,GT3,T,3,1,at_home,services,home,father,3,1,3,yes,yes,no,yes,yes,yes,no,yes,4,2,5,2,2,4,11,13.364066855860909,10.905628255159487,14.553817594832303
GP,M,15,U,GT3,A,3,0,other,at_home,home,other,3,1,3,no,yes,no,yes,no,yes,no,yes,2,3,4,2,4,5,5,14.084448428769281,9.985467465774907,16.115152466511297
GP,F,16,R,LE3,A,1,3,other,teacher,reputation,father,4,1,3,yes,no,no,yes,yes,yes,yes,yes,1,1,4,3,5,4,21,8.909772352556736,11.852631832132229,11.802841747233805
GP,F,19,U,LE3,A,0,4,health,teacher,other,mother,1,4,3,no,no,yes,no,yes,yes,no,yes,1,3,2,1,1,2,20,15.828296486453459,13.12540821652669,15.502952803080834
MS,F,15,R,LE3,T,2,4,teacher,other,reputation,father,3,4,3,yes,no,yes,yes,no,no,no,yes,3,1,3,3,3,3,28,13.351928810171893,11.494101270924272,14.367290867160813
GP,F,21,U,GT3,A,3,2,other,other,reputation,father,4,2,3,yes,no,yes,no,yes,no,yes,no,5,4,5,1,1,1,12,11.645590830182924,1.8382962483246956,8.40268385537856
MS,M,21,R,GT3,T,1,0,services,health,course,other,2,3,1,yes,yes,no,no,yes,yes,yes,yes,4,2,3,5,4,1,13,11.717963267697225,12.748878076814186,15.348268400402787
GP,M,22,R,GT3,A,4,3,teacher,other,course,father,2,1,3,no,no,yes,no,yes,yes,yes,yes,5,1,4,3,4,5,6,11.883521134031712,14.767745890383491,15.380205648063262
MS,F,21,U,GT3,T,3,0,teacher,health,course,father,3,4,2,no,yes,no,yes,yes,no,no,yes,3,3,5,4,4,2,4,9.513220112941886,9.326848448377113,11.844031390455797
MS,M,17,R,LE3,A,1,4,other,teacher,course,father,1,2,1,yes,yes,no,no,yes,no,yes,yes,4,3,1,1,4,2,13,15.56748003853427,16.681658879750863,18.75072858071813
MS,M,16,R,LE3,T,0,0,services,health,reputation,mother,4,2,0,no,yes,no,no,yes,no,yes,yes,4,4,1,3,5,2,17,14.889327036130377,14.624612625927652,16.236702947891384
GP,M,21,R,LE3,T,0,3,health,health,course,father,3,2,1,no,yes,no,yes,no,yes,no,no,2,5,5,4,2,1,3,15.090986196750464,13.406325618340528,17.2755326070064
GP,M,18,R,LE3,T,3,2,other,services,other,mother,2,1,0,no,no,yes,yes,yes,no,no,yes,4,5,3,2,2,4,0,16.53957505296063,8.957735000452171,14.690130933281935
MS,F,20,R,LE3,A,3,1,services,other,course,mother,1,1,0,yes,yes,yes,no,no,yes,yes,no,1,3,3,5,5,1,6,12.569332841779154,12.836605258674233,14.936621714385938
GP,F,18,R,LE3,A,2,0,teacher,health,course,mother,4,3,2,no,no,no,no,no,yes,no,yes,5,5,1,5,2,1,19,7.032796468506136,13.06478977017795,11.595280398419776
MS,M,21,R,GT3,A,1,1,services,teacher,course,mother,3,2,3,yes,yes,yes,yes,no,no,yes,yes,5,2,1,2,4,1,12,13.88661376335751,11.75423077546033,12.98330104671465
GP,F,22,R,GT3,T,3,4,teacher,at_home,home,other,4,1,3,yes,no,no,no,no,no,no,no,2,5,4,3,2,4,3,13.774874169853977,14.674018940534394,16.7210254040592
MS,F,20,U,LE3,A,2,2,other,health,other,mother,1,2,1,yes,no,yes,no,no,no,no,yes,4,2,5,2,1,3,12,16.661499426887037,10.917808325266781,13.573462053054378
MS,F,19,U,LE3,T,2,2,other,other,other,father,1,4,3,yes,no,yes,no,no,yes,yes,yes,3,3,3,4,2,5,3,15.246252591459099,11.18511606076809,19.485537714681172
GP,M,18,R,GT3,A,3,0,at_home,services,reputation,mother,2,2,2,yes,no,no,yes,no,no,yes,no,1,3,4,1,1,3,2,12.401952671829967,10.000885776885895,13.183817785870504
MS,M,22,R,GT3,T,0,2,at_home,teacher,reputation,father,1,3,1,no,no,no,no,no,no,yes,yes,2,3,3,3,3,3,7,11.567064202749707,10.646289763299267,14.217784606755073
GP,M,16,U,GT3,T,1,0,at_home,services,course,mother,3,1,1,no,yes,no,yes,yes,yes,no,no,4,4,1,1,1,1,19,15.010910635107345,11.550028647660698,13.275568164453546
MS,F,16,U,GT3,T,1,0,other,at_home,home,other,4,4,1,yes,no,no,yes,no,no,yes,no,3,5,5,2,1,3,7,4.03515767814972,11.44167145573211,10.576279511158047
MS,M,18,U,LE3,A,0,1,health,health,reputation,mother,1,1,3,no,yes,yes,yes,no,no,no,no,4,1,2,5,4,1,24,12.724199898803727,11.306889193015804,13.364749228378889
GP,M,21,R,LE3,A,3,2,other,health,reputation,mother,1,4,3,no,no,no,no,no,yes,no,yes,2,1,5,1,4,1,16,14.836981988461751,14.772293822898684,15.91294308240391
GP,F,22,U,LE3,A,1,0,services,other,course,other,3,2,3,no,yes,yes,yes,yes,yes,yes,yes,3,3,2,1,4,5,14,11.63697839027135,16.50809359903259,16.502742814444694
GP,M,16,R,LE3,T,3,1,other,health,course,mother,4,2,1,no,yes,no,no,no,yes,no,no,3,5,4,5,1,2,3,10.853526413843031,8.154443527861282,11.214486660645202
MS,M,19,R,LE3,T,3,3,other,teacher,reputation,father,4,3,1,no,yes,yes,yes,yes,yes,no,yes,3,2,2,1,5,1,5,12.884530689458034,16.438384300409297,16.363465874395395
GP,F,15,U,GT3,A,2,1,teacher,at_home,reputation,mother,2,3,0,no,no,no,no,no,yes,yes,no,3,1,2,1,4,3,23,16.04834004761405,14.023396273473294,16.62688692917778
MS,F,21,R,LE3,A,0,1,teacher,services,other,mother,2,4,0,no,yes,yes,no,no,no,no,yes,4,3,4,5,4,5,29,13.353130901237673,9.320764198185053,13.740002751301422
MS,F,22,R,GT3,A,3,0,teacher,at_home,home,mother,4,3,3,yes,no,yes,no,yes,no,no,no,3,1,5,5,1,3,21,9.96893014475782,11.01034834451945,12.049770397399238
GP,M,19,R,LE3,T,4,4,other,health,other,other,3,3,1,yes,no,yes,yes,no,yes,yes,yes,4,1,4,2,3,2,27,15.650946117615751,12.851963459137636,14.492926089662102
GP,M,22,R,LE3,T,0,4,health,services,reputation,mother,3,3,3,yes,yes,no,no,yes,no,yes,no,3,1,1,2,3,4,5,16.234939511758675,7.034949317783237,15.428652619720893
MS,M,20,U,LE3,T,1,4,services,other,other,mother,2,3,3,no,yes,no,no,yes,no,no,yes,3,3,1,1,2,2,9,9.5780117912358,11.739766658264005,11.591883946355019
MS,F,19,U,LE3,T,2,1,services,at_home,other,father,1,2,0,no,no,no,yes,no,yes,no,no,2,3,2,3,3,5,3,20.0,13.576637040570255,20.0
